customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
15176,688,1,988.04,1,1,2,Lost/Others
15177,446,1,948.93,1,1,2,Lost/Others
15178,281,1,40.5,1,1,1,Lost/Others
15179,39,13,7491.92,2,3,3,Loyal Customers
15180,388,3,904.43,1,1,2,Lost/Others
15181,87,5,1200.2,2,2,3,Loyal Customers
15182,175,11,2998.95,1,3,3,At Risk
15183,568,3,639.93,1,1,2,Lost/Others
15184,50,4,689.95,2,2,2,Loyal Customers
15185,91,1,310.62,1,1,2,Lost/Others
15186,35,5,1403.2,2,2,3,Loyal Customers
15187,22,16,4777.18,3,3,3,Champions
15188,746,1,310.43,1,1,2,Lost/Others
15189,22,46,17524.38,3,3,3,Champions
15190,455,1,834.44,1,1,2,Lost/Others
15191,484,3,588.05,1,1,2,Lost/Others
15192,140,5,1981.39,1,2,3,At Risk
15193,81,1,499.32,2,1,2,Lost/Others
15194,24,28,12427.69,3,3,3,Champions
15195,23,1,3861.0,3,1,3,New Customers
15196,453,2,316.25,1,1,2,Lost/Others
15197,31,6,1877.51,2,2,3,Loyal Customers
15198,113,5,571.35,1,2,2,At Risk
15199,80,10,3122.4,2,3,3,Loyal Customers
15200,515,1,549.05,1,1,2,Lost/Others
15201,108,7,1842.95,1,2,3,At Risk
15202,441,3,6001.49,1,1,3,Lost/Others
15203,46,15,4400.18,2,3,3,Loyal Customers
15204,378,1,316.58,1,1,2,Lost/Others
15205,106,2,653.24,1,1,2,Lost/Others
15206,31,4,420.3,2,2,2,Loyal Customers
15207,437,3,683.92,1,1,2,Lost/Others
15208,22,6,970.52,3,2,2,Loyal Customers
15209,751,1,178.98,1,1,1,Lost/Others
15210,246,3,1176.19,1,1,3,Lost/Others
15211,81,2,1277.48,2,1,3,Lost/Others
15212,262,2,208.28,1,1,1,Lost/Others
15213,339,2,328.35,1,1,2,Lost/Others
15214,22,8,1661.44,3,2,3,Loyal Customers
15215,67,7,2422.43,2,2,3,Loyal Customers
15216,108,2,486.09,1,1,2,Lost/Others
15217,584,1,426.24,1,1,2,Lost/Others
15218,31,22,11516.57,2,3,3,Loyal Customers
15219,197,2,685.45,1,1,2,Lost/Others
15220,72,6,1778.96,2,2,3,Loyal Customers
15221,387,4,2465.45,1,2,3,At Risk
15222,339,11,3550.91,1,3,3,At Risk
15223,246,5,1417.95,1,2,3,At Risk
15224,379,5,871.36,1,2,2,At Risk
15225,255,1,409.4,1,1,2,Lost/Others
15226,331,1,154.41,1,1,1,Lost/Others
15227,57,9,2488.49,2,2,3,Loyal Customers
15228,87,6,5580.27,2,2,3,Loyal Customers
15229,607,1,160.5,1,1,1,Lost/Others
15230,260,2,429.6,1,1,2,Lost/Others
15231,642,1,250.26,1,1,1,Lost/Others
15232,134,2,612.06,1,1,2,Lost/Others
15233,422,1,59.4,1,1,1,Lost/Others
15234,297,1,197.0,1,1,1,Lost/Others
15235,238,16,2937.81,1,3,3,At Risk
15236,319,1,321.05,1,1,2,Lost/Others
15237,22,4,1412.32,3,2,3,Loyal Customers
15238,50,3,1071.99,2,1,3,Lost/Others
15239,31,2,780.59,2,1,2,Lost/Others
15240,65,12,4459.98,2,3,3,Loyal Customers
15241,87,11,3050.16,2,3,3,Loyal Customers
15242,443,1,302.04,1,1,2,Lost/Others
15243,95,2,927.28,1,1,2,Lost/Others
15244,86,3,912.08,2,1,2,Lost/Others
15245,155,8,4610.84,1,2,3,At Risk
15246,259,3,780.4,1,1,2,Lost/Others
15247,143,3,976.06,1,1,2,Lost/Others
15248,432,3,1893.93,1,1,3,Lost/Others
15249,52,18,9266.0,2,3,3,Loyal Customers
15250,661,1,60.0,1,1,1,Lost/Others
15251,30,21,20324.54,3,3,3,Champions
15252,57,5,2103.41,2,2,3,Loyal Customers
15253,37,8,2055.09,2,2,3,Loyal Customers
15254,148,3,1088.35,1,1,3,Lost/Others
15255,87,9,3729.42,2,2,3,Loyal Customers
15256,169,2,170.4,1,1,1,Lost/Others
15257,304,2,685.9,1,1,2,Lost/Others
15258,189,2,623.16,1,1,2,Lost/Others
15259,533,4,1182.38,1,2,3,At Risk
15260,121,25,9188.23,1,3,3,At Risk
15261,156,4,1508.0,1,2,3,At Risk
15262,344,3,418.82,1,1,2,Lost/Others
15263,127,1,156.51,1,1,1,Lost/Others
15264,85,2,848.4,2,1,2,Lost/Others
15265,172,4,3345.64,1,2,3,At Risk
15266,359,5,852.21,1,2,2,At Risk
15267,43,5,1717.36,2,2,3,Loyal Customers
15268,499,3,961.9,1,1,2,Lost/Others
15269,44,3,1225.36,2,1,3,Lost/Others
15270,36,21,8524.86,2,3,3,Loyal Customers
15271,28,24,4709.54,3,3,3,Champions
15272,78,6,2085.48,2,2,3,Loyal Customers
15273,620,1,228.96,1,1,1,Lost/Others
15274,25,2,716.57,3,1,2,New Customers
15275,58,1,615.14,2,1,2,Lost/Others
15276,87,4,649.53,2,2,2,Loyal Customers
15277,67,2,476.34,2,1,2,Lost/Others
15278,582,4,496.16,1,2,2,At Risk
15279,375,5,1580.54,1,2,3,At Risk
15280,193,3,406.22,1,1,2,Lost/Others
15281,79,16,8543.57,2,3,3,Loyal Customers
15282,591,1,348.59,1,1,2,Lost/Others
15283,411,3,148.33,1,1,1,Lost/Others
15284,521,1,24.75,1,1,1,Lost/Others
15285,428,1,94.92,1,1,1,Lost/Others
15286,70,1,240.55,2,1,1,Lost/Others
15287,43,5,856.03,2,2,2,Loyal Customers
15288,64,10,3883.13,2,3,3,Loyal Customers
15289,50,5,1593.09,2,2,3,Loyal Customers
15290,25,26,10496.28,3,3,3,Champions
15291,46,40,13846.56,2,3,3,Loyal Customers
15292,222,1,180.94,1,1,1,Lost/Others
15293,686,1,247.5,1,1,1,Lost/Others
15294,431,1,233.35,1,1,1,Lost/Others
15295,675,1,217.24,1,1,1,Lost/Others
15296,71,12,10342.83,2,3,3,Loyal Customers
15297,31,3,641.94,2,1,2,Lost/Others
15298,23,23,9459.37,3,3,3,Champions
15299,88,10,7991.54,2,3,3,Loyal Customers
15300,85,1,496.44,2,1,2,Lost/Others
15301,71,17,7603.44,2,3,3,Loyal Customers
15302,751,1,308.0,1,1,2,Lost/Others
15303,311,3,1224.18,1,1,3,Lost/Others
15304,81,9,919.55,2,2,2,Loyal Customers
15305,576,1,93.6,1,1,1,Lost/Others
15306,85,9,3484.73,2,2,3,Loyal Customers
15307,116,1,205.3,1,1,1,Lost/Others
15308,295,1,310.47,1,1,2,Lost/Others
15309,631,4,797.96,1,2,2,At Risk
15310,499,1,1634.64,1,1,3,Lost/Others
15311,21,208,116771.16,3,3,3,Champions
15312,96,12,2930.19,1,3,3,At Risk
15313,131,1,52.0,1,1,1,Lost/Others
15314,220,3,820.45,1,1,2,Lost/Others
15315,85,2,570.5,2,1,2,Lost/Others
15316,347,1,165.0,1,1,1,Lost/Others
15317,698,1,129.75,1,1,1,Lost/Others
15318,24,1,312.62,3,1,2,New Customers
15319,304,1,204.5,1,1,1,Lost/Others
15320,65,1,267.13,2,1,1,Lost/Others
15321,91,12,6709.73,1,3,3,At Risk
15322,106,2,1390.86,1,1,3,Lost/Others
15323,583,3,434.6,1,1,2,Lost/Others
15324,722,1,140.22,1,1,1,Lost/Others
15325,124,8,1602.01,1,2,3,At Risk
15326,354,5,1700.52,1,2,3,At Risk
15327,73,1,208.75,2,1,1,Lost/Others
15328,428,1,107.24,1,1,1,Lost/Others
15329,60,11,2984.33,2,3,3,Loyal Customers
15330,53,2,714.96,2,1,2,Lost/Others
15331,520,3,767.91,1,1,2,Lost/Others
15332,387,6,6553.74,1,2,3,At Risk
15333,229,1,1028.56,1,1,3,Lost/Others
15334,177,3,351.67,1,1,2,Lost/Others
15335,74,1,173.97,2,1,1,Lost/Others
15336,422,1,240.5,1,1,1,Lost/Others
15337,432,1,373.02,1,1,2,Lost/Others
15338,698,1,283.43,1,1,1,Lost/Others
15339,87,7,1827.84,2,2,3,Loyal Customers
15340,582,1,105.5,1,1,1,Lost/Others
15341,101,2,2402.72,1,1,3,Lost/Others
15342,150,1,406.09,1,1,2,Lost/Others
15343,108,1,364.5,1,1,2,Lost/Others
15344,21,3,563.94,3,1,2,New Customers
15345,66,1,393.54,2,1,2,Lost/Others
15346,353,3,596.12,1,1,2,Lost/Others
15347,387,4,1363.6,1,2,3,At Risk
15348,93,1,158.04,1,1,1,Lost/Others
15349,179,2,473.81,1,1,2,Lost/Others
15350,394,2,663.25,1,1,2,Lost/Others
15351,33,10,3738.29,2,3,3,Loyal Customers
15352,569,1,114.95,1,1,1,Lost/Others
15353,275,7,3175.95,1,2,3,At Risk
15354,624,3,284.4,1,1,1,Lost/Others
15355,50,2,277.05,2,1,1,Lost/Others
15356,52,13,3464.95,2,3,3,Loyal Customers
15358,25,42,17050.41,3,3,3,Champions
15359,683,8,181.35,1,2,1,At Risk
15360,60,1,427.93,2,1,2,Lost/Others
15361,382,4,689.07,1,2,2,At Risk
15362,469,2,613.08,1,1,2,Lost/Others
15363,393,2,1004.11,1,1,3,Lost/Others
15364,116,2,913.19,1,1,2,Lost/Others
15365,46,13,4557.13,2,3,3,Loyal Customers
15366,96,7,2389.08,1,2,3,At Risk
15367,78,11,5081.33,2,3,3,Loyal Customers
15368,42,2,722.74,2,1,2,Lost/Others
15369,513,11,6251.26,1,3,3,At Risk
15370,61,8,3739.01,2,2,3,Loyal Customers
15371,683,1,59.4,1,1,1,Lost/Others
15372,158,8,6017.06,1,2,3,At Risk
15373,29,17,3421.39,3,3,3,Champions
15374,149,2,307.32,1,1,2,Lost/Others
15375,711,1,60.96,1,1,1,Lost/Others
15376,61,3,1233.36,2,1,3,Lost/Others
15377,403,4,1211.75,1,2,3,At Risk
15378,483,2,246.5,1,1,1,Lost/Others
15379,190,8,4877.84,1,2,3,At Risk
15380,29,11,3479.06,3,3,3,Champions
15381,234,5,1890.57,1,2,3,At Risk
15382,35,12,13733.55,2,3,3,Loyal Customers
15384,190,4,2027.79,1,2,3,At Risk
15385,61,3,942.08,2,1,2,Lost/Others
15386,207,1,394.14,1,1,2,Lost/Others
15387,513,1,468.65,1,1,2,Lost/Others
15388,291,1,140.54,1,1,1,Lost/Others
15389,193,5,2733.8,1,2,3,At Risk
15390,417,2,1216.66,1,1,3,Lost/Others
15391,605,1,289.87,1,1,1,Lost/Others
15392,25,7,2911.62,3,2,3,Loyal Customers
15393,37,5,891.34,2,2,2,Loyal Customers
15394,30,11,5286.8,3,3,3,Champions
15395,346,1,107.45,1,1,1,Lost/Others
15396,133,2,796.38,1,1,2,Lost/Others
15397,310,1,94.0,1,1,1,Lost/Others
15398,37,2,1345.53,2,1,3,Lost/Others
15399,22,3,815.77,3,1,2,New Customers
15400,113,8,1302.3,1,2,3,At Risk
15401,473,2,216.95,1,1,1,Lost/Others
15402,169,6,1830.54,1,2,3,At Risk
15403,512,2,170.88,1,1,1,Lost/Others
15404,396,1,257.06,1,1,1,Lost/Others
15405,210,2,659.84,1,1,2,Lost/Others
15406,52,4,975.87,2,2,2,Loyal Customers
15407,54,4,1056.44,2,2,3,Loyal Customers
15408,285,1,267.18,1,1,1,Lost/Others
15409,742,1,131.25,1,1,1,Lost/Others
15410,105,10,4685.72,1,3,3,At Risk
15411,47,4,1358.88,2,2,3,Loyal Customers
15412,192,1,190.53,1,1,1,Lost/Others
15413,712,5,6798.72,1,2,3,At Risk
15414,30,3,774.9,3,1,2,New Customers
15415,334,1,572.81,1,1,2,Lost/Others
15416,85,7,4572.82,2,2,3,Loyal Customers
15417,106,1,508.8,1,1,2,Lost/Others
15418,446,2,452.32,1,1,2,Lost/Others
15419,45,1,135.86,2,1,1,Lost/Others
15420,455,6,743.0,1,2,2,At Risk
15421,79,10,3805.34,2,3,3,Loyal Customers
15422,344,7,1619.97,1,2,3,At Risk
15423,59,3,266.89,2,1,1,Lost/Others
15424,275,3,597.78,1,1,2,Lost/Others
15425,421,4,1944.57,1,2,3,At Risk
15426,40,9,2615.39,2,2,3,Loyal Customers
15427,54,3,1483.14,2,1,3,Lost/Others
15428,36,4,762.75,2,2,2,Loyal Customers
15429,47,2,397.35,2,1,2,Lost/Others
15430,488,2,954.75,1,1,2,Lost/Others
15431,523,1,153.24,1,1,1,Lost/Others
15432,44,2,320.76,2,1,2,Lost/Others
15433,234,2,533.3,1,1,2,Lost/Others
15434,29,11,2567.06,3,3,3,Champions
15435,43,1,149.29,2,1,1,Lost/Others
15436,33,3,1122.53,2,1,3,Lost/Others
15437,283,2,393.45,1,1,2,Lost/Others
15438,152,1,156.58,1,1,1,Lost/Others
15439,425,4,1269.05,1,2,3,At Risk
15440,75,3,383.68,2,1,2,Lost/Others
15441,417,3,1254.21,1,1,3,Lost/Others
15442,269,1,594.0,1,1,2,Lost/Others
15443,22,14,5175.93,3,3,3,Champions
15444,30,2,1418.26,3,1,3,New Customers
15445,285,2,284.5,1,1,1,Lost/Others
15446,397,3,406.95,1,1,2,Lost/Others
15447,351,5,492.88,1,2,2,At Risk
15448,333,2,788.81,1,1,2,Lost/Others
15449,47,3,974.52,2,1,2,Lost/Others
15450,51,1,429.84,2,1,2,Lost/Others
15451,455,2,233.21,1,1,1,Lost/Others
15452,50,6,1799.11,2,2,3,Loyal Customers
15453,22,7,1388.37,3,2,3,Loyal Customers
15454,383,2,307.69,1,1,2,Lost/Others
15455,618,1,38.25,1,1,1,Lost/Others
15456,304,10,2119.27,1,3,3,At Risk
15457,283,1,237.07,1,1,1,Lost/Others
15458,46,2,370.44,2,1,2,Lost/Others
15459,438,2,202.83,1,1,1,Lost/Others
15460,375,1,216.76,1,1,1,Lost/Others
15461,481,2,429.7,1,1,2,Lost/Others
15462,115,4,737.05,1,2,2,At Risk
15463,50,1,126.14,2,1,1,Lost/Others
15464,359,1,1048.85,1,1,3,Lost/Others
15465,40,32,12655.65,2,3,3,Loyal Customers
15466,106,4,1571.01,1,2,3,At Risk
15467,30,3,524.88,3,1,2,New Customers
15468,72,3,1430.48,2,1,3,Lost/Others
15469,71,3,874.25,2,1,2,Lost/Others
15470,596,1,63.42,1,1,1,Lost/Others
15471,23,3,1316.56,3,1,3,New Customers
15472,134,1,371.56,1,1,2,Lost/Others
15473,35,8,2046.0,2,2,3,Loyal Customers
15474,616,1,163.1,1,1,1,Lost/Others
15475,98,1,454.11,1,1,2,Lost/Others
15476,401,4,2209.98,1,2,3,At Risk
15477,670,1,368.4,1,1,2,Lost/Others
15478,61,3,2024.98,2,1,3,Lost/Others
15479,754,1,147.4,1,1,1,Lost/Others
15480,137,5,6279.0,1,2,3,At Risk
15481,422,1,1993.34,1,1,3,Lost/Others
15482,36,19,14592.56,2,3,3,Loyal Customers
15483,182,10,862.2,1,3,2,At Risk
15484,22,6,4656.0,3,2,3,Loyal Customers
15485,51,7,5771.51,2,2,3,Loyal Customers
15486,548,1,102.0,1,1,1,Lost/Others
15487,700,1,231.32,1,1,1,Lost/Others
15488,113,5,431.92,1,2,2,At Risk
15489,43,8,2419.61,2,2,3,Loyal Customers
15490,451,1,217.6,1,1,1,Lost/Others
15491,116,6,3100.09,1,2,3,At Risk
15492,49,2,659.46,2,1,2,Lost/Others
15493,53,9,4314.98,2,2,3,Loyal Customers
15494,42,5,3780.05,2,2,3,Loyal Customers
15495,400,1,246.5,1,1,1,Lost/Others
15496,652,1,146.14,1,1,1,Lost/Others
15497,38,9,8657.39,2,2,3,Loyal Customers
15498,23,44,26039.58,3,3,3,Champions
15499,744,1,161.6,1,1,1,Lost/Others
15500,29,4,1131.56,3,2,3,Loyal Customers
15501,425,2,402.5,1,1,2,Lost/Others
15502,36,14,13993.47,2,3,3,Loyal Customers
15503,383,2,267.15,1,1,1,Lost/Others
15504,102,4,423.85,1,2,2,At Risk
15505,73,5,3610.96,2,2,3,Loyal Customers
15506,43,6,2040.03,2,2,3,Loyal Customers
15507,192,1,492.36,1,1,2,Lost/Others
15508,210,6,1000.27,1,2,3,At Risk
15509,401,1,166.51,1,1,1,Lost/Others
15510,351,1,250.0,1,1,1,Lost/Others
15511,32,5,909.23,2,2,2,Loyal Customers
15512,176,4,331.58,1,2,2,At Risk
15513,54,35,27750.55,2,3,3,Loyal Customers
15514,33,18,6598.55,2,3,3,Loyal Customers
15515,408,1,171.81,1,1,1,Lost/Others
15516,65,3,62.43,2,1,1,Lost/Others
15517,254,1,267.03,1,1,1,Lost/Others
15518,85,15,4218.94,2,3,3,Loyal Customers
15519,404,2,344.61,1,1,2,Lost/Others
15520,22,1,343.5,3,1,2,New Customers
15521,61,16,7106.69,2,3,3,Loyal Customers
15522,53,2,398.84,2,1,2,Lost/Others
15523,105,16,17359.99,1,3,3,At Risk
15524,45,2,591.4,2,1,2,Lost/Others
15525,23,4,1295.7,3,2,3,Loyal Customers
15526,54,2,148.44,2,1,1,Lost/Others
15527,39,23,5575.64,2,3,3,Loyal Customers
15528,275,1,229.33,1,1,1,Lost/Others
15529,43,12,5111.95,2,3,3,Loyal Customers
15530,42,5,1813.72,2,2,3,Loyal Customers
15531,29,2,2007.44,3,1,3,New Customers
15532,46,10,3771.9,2,3,3,Loyal Customers
15533,40,3,807.57,2,1,2,Lost/Others
15534,746,1,162.25,1,1,1,Lost/Others
15535,194,6,1087.82,1,2,3,At Risk
15536,430,1,259.09,1,1,1,Lost/Others
15537,184,1,110.92,1,1,1,Lost/Others
15538,558,6,3358.4,1,2,3,At Risk
15539,28,1,538.46,3,1,2,New Customers
15540,32,2,460.68,2,1,2,Lost/Others
15541,135,1,85.13,1,1,1,Lost/Others
15542,533,3,918.45,1,1,2,Lost/Others
15543,309,2,242.84,1,1,1,Lost/Others
15544,30,20,8162.43,3,3,3,Champions
15545,75,2,428.05,2,1,2,Lost/Others
15546,627,2,1079.1,1,1,3,Lost/Others
15547,28,26,10154.39,3,3,3,Champions
15548,616,1,158.09,1,1,1,Lost/Others
15549,98,8,2345.96,1,2,3,At Risk
15550,25,12,2218.8,3,3,3,Champions
15551,57,7,1710.08,2,2,3,Loyal Customers
15552,238,2,252.52,1,1,1,Lost/Others
15553,81,1,437.23,2,1,2,Lost/Others
15554,298,1,217.2,1,1,1,Lost/Others
15555,33,36,12112.35,2,3,3,Loyal Customers
15556,45,1,279.77,2,1,1,Lost/Others
15557,49,1,473.65,2,1,2,Lost/Others
15558,660,1,214.13,1,1,1,Lost/Others
15559,589,1,1109.4,1,1,3,Lost/Others
15560,418,2,153.52,1,1,1,Lost/Others
15561,32,8,1934.39,2,2,3,Loyal Customers
15562,372,3,673.38,1,1,2,Lost/Others
15563,43,7,2867.0,2,2,3,Loyal Customers
15564,484,2,70.74,1,1,1,Lost/Others
15565,71,2,173.16,2,1,1,Lost/Others
15566,413,2,227.87,1,1,1,Lost/Others
15567,39,1,186.01,2,1,1,Lost/Others
15568,23,3,758.29,3,1,2,New Customers
15569,124,10,3586.35,1,3,3,At Risk
15570,28,25,9311.04,3,3,3,Champions
15571,32,14,4051.63,2,3,3,Loyal Customers
15572,25,10,4068.67,3,3,3,Champions
15573,52,5,1207.18,2,2,3,Loyal Customers
15574,198,6,1518.7,1,2,3,At Risk
15575,640,1,30.1,1,1,1,Lost/Others
15576,58,1,940.67,2,1,2,Lost/Others
15577,172,5,397.98,1,2,2,At Risk
15578,183,1,127.1,1,1,1,Lost/Others
15579,89,5,1302.5,2,2,3,Loyal Customers
15580,397,8,1381.19,1,2,3,At Risk
15581,141,38,7794.59,1,3,3,At Risk
15582,45,3,682.91,2,1,2,Lost/Others
15583,397,1,107.86,1,1,1,Lost/Others
15584,44,6,1277.5,2,2,3,Loyal Customers
15585,197,1,455.3,1,1,2,Lost/Others
15586,613,3,1139.1,1,1,3,Lost/Others
15587,71,7,1522.08,2,2,3,Loyal Customers
15588,698,1,579.6,1,1,2,Lost/Others
15589,276,3,478.53,1,1,2,Lost/Others
15590,403,5,1496.6,1,2,3,At Risk
15591,603,3,217.9,1,1,1,Lost/Others
15592,67,1,388.58,2,1,2,Lost/Others
15593,91,1,199.8,1,1,1,Lost/Others
15594,36,5,1771.78,2,2,3,Loyal Customers
15595,508,1,357.6,1,1,2,Lost/Others
15596,121,9,3130.04,1,2,3,At Risk
15597,56,2,563.37,2,1,2,Lost/Others
15598,74,2,548.02,2,1,2,Lost/Others
15599,47,3,1250.06,2,1,3,Lost/Others
15600,449,4,1199.31,1,2,3,At Risk
15601,32,30,14960.12,2,3,3,Loyal Customers
15602,29,16,3230.51,3,3,3,Champions
15603,99,2,88.48,1,1,1,Lost/Others
15604,73,1,216.39,2,1,1,Lost/Others
15605,57,9,1936.8,2,2,3,Loyal Customers
15606,82,17,5230.99,2,3,3,Loyal Customers
15607,357,9,1708.97,1,2,3,At Risk
15608,49,5,1785.98,2,2,3,Loyal Customers
15609,205,1,298.48,1,1,1,Lost/Others
15610,72,1,112.46,2,1,1,Lost/Others
15611,30,26,2997.28,3,3,3,Champions
15612,57,2,195.15,2,1,1,Lost/Others
15613,631,1,433.72,1,1,2,Lost/Others
15614,458,4,3147.36,1,2,3,At Risk
15615,31,47,21373.97,2,3,3,Loyal Customers
15616,459,1,317.11,1,1,2,Lost/Others
15617,417,3,828.55,1,1,2,Lost/Others
15618,53,4,776.85,2,2,2,Loyal Customers
15619,31,1,336.4,2,1,2,Lost/Others
15620,77,4,1942.36,2,2,3,Loyal Customers
15621,25,4,1293.03,3,2,3,Loyal Customers
15622,64,17,7852.61,2,3,3,Loyal Customers
15623,162,8,2437.05,1,2,3,At Risk
15624,137,4,588.13,1,2,2,At Risk
15625,124,9,3236.4,1,2,3,At Risk
15626,95,3,1067.52,1,1,3,Lost/Others
15627,478,2,566.9,1,1,2,Lost/Others
15628,25,17,5652.26,3,3,3,Champions
15629,471,4,2240.9,1,2,3,At Risk
15630,66,3,1481.4,2,1,3,Lost/Others
15631,663,1,596.67,1,1,2,Lost/Others
15632,36,8,3285.31,2,2,3,Loyal Customers
15633,530,13,4352.46,1,3,3,At Risk
15634,38,2,554.65,2,1,2,Lost/Others
15635,416,1,100.35,1,1,1,Lost/Others
15636,110,4,1444.58,1,2,3,At Risk
15637,73,5,797.59,2,2,2,Loyal Customers
15638,399,6,2265.2,1,2,3,At Risk
15639,155,3,1065.08,1,1,3,Lost/Others
15640,25,29,23957.58,3,3,3,Champions
15641,126,12,5345.55,1,3,3,At Risk
15642,750,1,105.78,1,1,1,Lost/Others
15643,212,3,664.0,1,1,2,Lost/Others
15644,187,4,813.0,1,2,2,At Risk
15645,39,3,1055.17,2,1,3,Lost/Others
15646,178,5,974.61,1,2,2,At Risk
15647,436,1,169.0,1,1,1,Lost/Others
15648,225,2,657.35,1,1,2,Lost/Others
15649,357,4,2170.35,1,2,3,At Risk
15650,542,2,553.88,1,1,2,Lost/Others
15651,57,5,1259.06,2,2,3,Loyal Customers
15652,112,5,1420.34,1,2,3,At Risk
15653,113,2,877.44,1,1,2,Lost/Others
15654,30,2,922.53,3,1,2,New Customers
15655,264,1,560.67,1,1,2,Lost/Others
15656,66,4,748.5,2,2,2,Loyal Customers
15657,43,1,30.0,2,1,1,Lost/Others
15658,211,8,2423.47,1,2,3,At Risk
15659,64,3,532.49,2,1,2,Lost/Others
15660,46,15,2812.99,2,3,3,Loyal Customers
15661,338,8,1215.95,1,2,3,At Risk
15662,682,2,283.73,1,1,1,Lost/Others
15663,127,1,138.14,1,1,1,Lost/Others
15664,71,4,1254.03,2,2,3,Loyal Customers
15665,189,5,4015.12,1,2,3,At Risk
15666,493,2,632.94,1,1,2,Lost/Others
15667,60,1,301.32,2,1,2,Lost/Others
15668,238,1,76.32,1,1,1,Lost/Others
15669,61,4,684.34,2,2,2,Loyal Customers
15670,317,2,325.2,1,1,2,Lost/Others
15671,39,7,2657.13,2,2,3,Loyal Customers
15672,746,1,45.3,1,1,1,Lost/Others
15673,109,9,6414.79,1,2,3,At Risk
15674,94,13,6948.23,1,3,3,At Risk
15675,102,4,542.04,1,2,2,At Risk
15676,39,3,3435.76,2,1,3,Lost/Others
15677,70,3,1305.63,2,1,3,Lost/Others
15678,73,3,1893.89,2,1,3,Lost/Others
15679,45,4,781.28,2,2,2,Loyal Customers
15680,30,10,4507.58,3,3,3,Champions
15681,46,14,2989.7,2,3,3,Loyal Customers
15682,620,2,318.24,1,1,2,Lost/Others
15683,138,2,524.54,1,1,2,Lost/Others
15684,568,3,173.95,1,1,1,Lost/Others
15685,471,1,55.98,1,1,1,Lost/Others
15686,441,1,90.0,1,1,1,Lost/Others
15687,29,9,2993.1,3,2,3,Loyal Customers
15688,439,1,190.57,1,1,1,Lost/Others
15689,140,3,521.03,1,1,2,Lost/Others
15690,25,2,239.76,3,1,1,New Customers
15691,273,4,571.3,1,2,2,At Risk
15692,49,1,191.04,2,1,1,Lost/Others
15693,680,1,37.5,1,1,1,Lost/Others
15694,21,24,10810.81,3,3,3,Champions
15695,287,4,1131.04,1,2,3,At Risk
15696,54,13,3906.57,2,3,3,Loyal Customers
15697,710,1,246.75,1,1,1,Lost/Others
15698,645,1,46.2,1,1,1,Lost/Others
15699,38,1,309.65,2,1,2,Lost/Others
15700,193,2,696.68,1,1,2,Lost/Others
15701,23,4,1542.14,3,2,3,Loyal Customers
15702,497,2,140.39,1,1,1,Lost/Others
15703,285,1,211.5,1,1,1,Lost/Others
15704,161,6,3817.96,1,2,3,At Risk
15705,222,1,143.1,1,1,1,Lost/Others
15706,84,4,1060.56,2,2,3,Loyal Customers
15707,56,4,945.58,2,2,2,Loyal Customers
15708,61,9,4378.72,2,2,3,Loyal Customers
15709,304,2,327.85,1,1,2,Lost/Others
15710,438,1,898.87,1,1,2,Lost/Others
15711,577,2,420.25,1,1,2,Lost/Others
15712,30,12,3472.41,3,3,3,Champions
15713,164,4,1010.79,1,2,3,At Risk
15714,32,5,784.81,2,2,2,Loyal Customers
15715,576,5,658.02,1,2,2,At Risk
15716,166,11,3056.81,1,3,3,At Risk
15717,255,5,607.0,1,2,2,At Risk
15718,561,1,293.79,1,1,1,Lost/Others
15719,53,31,10223.06,2,3,3,Loyal Customers
15720,45,2,741.92,2,1,2,Lost/Others
15721,32,1,507.08,2,1,2,Lost/Others
15722,56,11,5258.1,2,3,3,Loyal Customers
15723,385,4,947.65,1,2,2,At Risk
15724,222,3,310.85,1,1,2,Lost/Others
15725,36,1,415.25,2,1,2,Lost/Others
15726,411,1,321.91,1,1,2,Lost/Others
15727,37,15,9445.51,2,3,3,Loyal Customers
15728,400,2,544.6,1,1,2,Lost/Others
15729,233,3,192.55,1,1,1,Lost/Others
15730,86,5,1726.58,2,2,3,Loyal Customers
15731,574,1,125.3,1,1,1,Lost/Others
15732,233,10,1682.07,1,3,3,At Risk
15733,303,1,162.3,1,1,1,Lost/Others
15734,135,4,2263.3,1,2,3,At Risk
15735,442,1,327.68,1,1,2,Lost/Others
15736,456,2,1815.72,1,1,3,Lost/Others
15737,35,8,1205.12,2,2,3,Loyal Customers
15738,39,41,13372.97,2,3,3,Loyal Customers
15739,87,1,449.12,2,1,2,Lost/Others
15740,70,1,154.88,2,1,1,Lost/Others
15741,479,2,208.62,1,1,1,Lost/Others
15742,640,1,156.87,1,1,1,Lost/Others
15743,37,4,784.46,2,2,2,Loyal Customers
15744,98,1,34.8,1,1,1,Lost/Others
15745,40,4,1094.59,2,2,3,Loyal Customers
15746,155,1,196.88,1,1,1,Lost/Others
15747,33,9,2562.61,2,2,3,Loyal Customers
15748,61,3,614.76,2,1,2,Lost/Others
15749,256,3,44534.3,1,1,3,Lost/Others
15750,23,18,6797.19,3,3,3,Champions
15751,481,11,1380.44,1,3,3,At Risk
15752,60,9,4207.54,2,2,3,Loyal Customers
15753,325,1,79.2,1,1,1,Lost/Others
15754,72,9,3037.61,2,2,3,Loyal Customers
15755,31,17,5993.12,2,3,3,Loyal Customers
15756,82,4,532.96,2,2,2,Loyal Customers
